Casos,Tamaño 10,Tamaño 20,Tamaño 30,Tamaño 40,Tamaño 50,Tamaño 60,Tamaño 70,Tamaño 80,Tamaño 90,Tamaño 100,Tamaño 110,Tamaño 120,Tamaño 130,Tamaño 140,Tamaño 150,Tamaño 160,Tamaño 170,Tamaño 180,Tamaño 190,Tamaño 200,Tamaño 210,Tamaño 220,Tamaño 230,Tamaño 240,Tamaño 250,Tamaño 260,Tamaño 270,Tamaño 280,Tamaño 290,Tamaño 300,Tamaño 310,Tamaño 320,Tamaño 330,Tamaño 340,Tamaño 350,Tamaño 360,Tamaño 370,Tamaño 380,Tamaño 390,Tamaño 400,Tamaño 410,Tamaño 420,Tamaño 430,Tamaño 440,Tamaño 450,Tamaño 460,Tamaño 470,Tamaño 480,Tamaño 490,Tamaño 500,Tamaño 510,Tamaño 520,Tamaño 530,Tamaño 540,Tamaño 550,Tamaño 560,Tamaño 570,Tamaño 580,Tamaño 590,Tamaño 600,Tamaño 610,Tamaño 620,Tamaño 630,Tamaño 640,Tamaño 650,Tamaño 660,Tamaño 670,Tamaño 680,Tamaño 690,Tamaño 700,Tamaño 710,Tamaño 720,Tamaño 730,Tamaño 740,Tamaño 750,Tamaño 760,Tamaño 770,Tamaño 780,Tamaño 790,Tamaño 800,Tamaño 810,Tamaño 820,Tamaño 830,Tamaño 840,Tamaño 850,Tamaño 860,Tamaño 870,Tamaño 880,Tamaño 890,Tamaño 900,Tamaño 910,Tamaño 920,Tamaño 930,Tamaño 940,Tamaño 950,Tamaño 960,Tamaño 970,Tamaño 980,Tamaño 990,Tamaño 1000
Caso 313,0.0000002,0.0000005,0.0000009,0.0000013,0.0000022,0.0000025,0.0000030,0.0000035,0.0000046,0.0000057,0.0000065,0.0000073,0.0000087,0.0000104,0.0000120,0.0000138,0.0000234,0.0000178,0.0000195,0.0000213,0.0000234,0.0000269,0.0000270,0.0000291,0.0000317,0.0000337,0.0000355,0.0000380,0.0000409,0.0000422,0.0000455,0.0000614,0.0000515,0.0000608,0.0000563,0.0000595,0.0000633,0.0000675,0.0000713,0.0000739,0.0000774,0.0000811,0.0001012,0.0000920,0.0000951,0.0001002,0.0001041,0.0001105,0.0001381,0.0001202,0.0001482,0.0002233,0.0001400,0.0001399,0.0001691,0.0001482,0.0003215,0.0001631,0.0001661,0.0001719,0.0002012,0.0002193,0.0001893,0.0001931,0.0002354,0.0002384,0.0002129,0.0002181,0.0002239,0.0002799,0.0002438,0.0002497,0.0003252,0.0002643,0.0002815,0.0004382,0.0003630,0.0003389,0.0002918,0.0003472,0.0002965,0.0003115,0.0003206,0.0004692,0.0006003,0.0003470,0.0003561,0.0003634,0.0003725,0.0003956,0.0004019,0.0004014,0.0004831,0.0004179,0.0005057,0.0004366,0.0004451,0.0004546,0.0004610,0.0004730,
Caso 314,0.0000003,0.0000005,0.0000011,0.0000013,0.0000017,0.0000022,0.0000028,0.0000037,0.0000055,0.0000054,0.0000068,0.0000078,0.0000088,0.0000098,0.0000114,0.0000130,0.0000147,0.0000166,0.0000188,0.0000205,0.0000228,0.0000243,0.0000272,0.0000293,0.0000319,0.0000341,0.0000364,0.0000860,0.0000500,0.0000448,0.0000600,0.0000506,0.0000662,0.0000704,0.0000605,0.0000644,0.0000675,0.0000880,0.0000749,0.0000781,0.0000812,0.0000861,0.0001115,0.0001175,0.0001027,0.0001048,0.0001085,0.0001133,0.0001177,0.0001229,0.0001281,0.0001341,0.0001377,0.0001428,0.0001524,0.0001543,0.0001575,0.0001637,0.0001688,0.0001689,0.0001790,0.0001851,0.0002232,0.0002005,0.0002042,0.0002110,0.0002191,0.0002420,0.0002427,0.0002480,0.0002575,0.0002590,0.0002947,0.0002721,0.0002773,0.0002860,0.0005163,0.0003120,0.0003202,0.0003212,0.0003211,0.0003291,0.0003765,0.0005872,0.0004026,0.0003683,0.0003746,0.0003829,0.0004037,0.0003847,0.0004090,0.0004977,0.0004280,0.0004356,0.0004756,0.0005386,0.0004675,0.0004754,0.0004848,0.0004960,
Caso 315,0.0000003,0.0000005,0.0000009,0.0000012,0.0000020,0.0000033,0.0000033,0.0000038,0.0000058,0.0000053,0.0000063,0.0000076,0.0000088,0.0000103,0.0000146,0.0000169,0.0000150,0.0000163,0.0000187,0.0000209,0.0000284,0.0000241,0.0000263,0.0000291,0.0000384,0.0000342,0.0000378,0.0000403,0.0000431,0.0000452,0.0000483,0.0000515,0.0000547,0.0000578,0.0000615,0.0000643,0.0000681,0.0000711,0.0000733,0.0000775,0.0000811,0.0000847,0.0001653,0.0001049,0.0001020,0.0001204,0.0001061,0.0001103,0.0001152,0.0001178,0.0001213,0.0001269,0.0001326,0.0001366,0.0001411,0.0001460,0.0001511,0.0001570,0.0001629,0.0001815,0.0001786,0.0001859,0.0001924,0.0001915,0.0001975,0.0002023,0.0002585,0.0002185,0.0002232,0.0002320,0.0002364,0.0002503,0.0002587,0.0002747,0.0002643,0.0002782,0.0002702,0.0002861,0.0002866,0.0002990,0.0005312,0.0004592,0.0003264,0.0003336,0.0003475,0.0003479,0.0003703,0.0004854,0.0003857,0.0003796,0.0003889,0.0003990,0.0004758,0.0003982,0.0004209,0.0004326,0.0004427,0.0004492,0.0004587,0.0004671,
Caso 316,0.0000003,0.0000006,0.0000009,0.0000012,0.0000018,0.0000024,0.0000032,0.0000037,0.0000060,0.0000055,0.0000065,0.0000078,0.0000089,0.0000102,0.0000114,0.0000129,0.0000141,0.0000156,0.0000178,0.0000195,0.0000207,0.0000228,0.0000256,0.0000285,0.0000315,0.0000337,0.0000362,0.0000385,0.0000405,0.0000428,0.0000464,0.0000493,0.0000519,0.0000553,0.0000598,0.0000630,0.0000822,0.0000874,0.0000747,0.0000794,0.0001479,0.0000930,0.0000914,0.0000943,0.0000981,0.0001029,0.0001089,0.0001357,0.0001232,0.0001244,0.0001288,0.0001645,0.0001380,0.0001427,0.0001462,0.0001516,0.0001561,0.0001606,0.0001664,0.0001719,0.0001774,0.0001825,0.0002251,0.0001935,0.0002367,0.0002070,0.0002083,0.0002490,0.0002222,0.0002320,0.0002382,0.0002441,0.0002605,0.0002642,0.0002735,0.0002796,0.0002865,0.0002852,0.0002928,0.0003014,0.0003449,0.0006117,0.0003345,0.0003423,0.0003907,0.0004267,0.0004117,0.0003635,0.0003728,0.0003830,0.0003920,0.0004014,0.0004071,0.0004154,0.0004260,0.0004346,0.0004302,0.0004526,0.0004610,0.0004699,
Caso 317,0.0000002,0.0000004,0.0000010,0.0000013,0.0000022,0.0000023,0.0000031,0.0000035,0.0000039,0.0000053,0.0000069,0.0000079,0.0000095,0.0000111,0.0000124,0.0000137,0.0000146,0.0000207,0.0000182,0.0000206,0.0000289,0.0000243,0.0000422,0.0000301,0.0000370,0.0000358,0.0000380,0.0000492,0.0000416,0.0000442,0.0000484,0.0000520,0.0000687,0.0000576,0.0000611,0.0000793,0.0000887,0.0000816,0.0000752,0.0000776,0.0000803,0.0000856,0.0001097,0.0000927,0.0001200,0.0001016,0.0001055,0.0001089,0.0001365,0.0001137,0.0001440,0.0001253,0.0001299,0.0001354,0.0001405,0.0001764,0.0001801,0.0001678,0.0001601,0.0001663,0.0001716,0.0003111,0.0001840,0.0001900,0.0001969,0.0002456,0.0002476,0.0002092,0.0002680,0.0002457,0.0002794,0.0002516,0.0002467,0.0002463,0.0002604,0.0002804,0.0002776,0.0004121,0.0004251,0.0003130,0.0003124,0.0003214,0.0003474,0.0003389,0.0004631,0.0003534,0.0003645,0.0003722,0.0003819,0.0004489,0.0004703,0.0004505,0.0004346,0.0004565,0.0004376,0.0005013,0.0004530,0.0005384,0.0004677,0.0005059,
Caso 318,0.0000003,0.0000005,0.0000008,0.0000013,0.0000017,0.0000023,0.0000043,0.0000041,0.0000055,0.0000062,0.0000095,0.0000083,0.0000099,0.0000112,0.0000124,0.0000139,0.0000154,0.0000174,0.0000263,0.0000271,0.0000250,0.0000266,0.0000293,0.0000323,0.0000328,0.0000352,0.0000383,0.0000504,0.0000440,0.0000465,0.0000496,0.0000525,0.0000741,0.0000689,0.0000631,0.0000653,0.0000688,0.0000791,0.0000847,0.0001199,0.0001293,0.0001152,0.0001208,0.0002210,0.0001227,0.0001324,0.0001104,0.0001306,0.0001195,0.0001247,0.0001285,0.0001627,0.0001377,0.0001527,0.0001858,0.0001855,0.0001708,0.0001649,0.0001722,0.0001820,0.0001839,0.0002094,0.0001955,0.0002109,0.0002569,0.0004001,0.0004340,0.0002351,0.0002261,0.0002890,0.0002442,0.0002574,0.0003678,0.0003922,0.0003213,0.0002795,0.0002825,0.0002913,0.0002973,0.0003410,0.0003126,0.0003205,0.0003405,0.0003363,0.0003430,0.0003507,0.0003595,0.0004438,0.0003844,0.0003954,0.0004803,0.0003956,0.0004047,0.0004145,0.0005600,0.0004292,0.0005244,0.0004483,0.0004580,0.0004695,
Caso 319,0.0000003,0.0000005,0.0000008,0.0000015,0.0000021,0.0000022,0.0000032,0.0000039,0.0000048,0.0000057,0.0000067,0.0000104,0.0000093,0.0000107,0.0000125,0.0000142,0.0000200,0.0000181,0.0000196,0.0000215,0.0000227,0.0000245,0.0000262,0.0000344,0.0000308,0.0000332,0.0000359,0.0000385,0.0000415,0.0000441,0.0000461,0.0000492,0.0000514,0.0000556,0.0000638,0.0000635,0.0000763,0.0000687,0.0000876,0.0000929,0.0000977,0.0000834,0.0001053,0.0000926,0.0000984,0.0001027,0.0001173,0.0001110,0.0001389,0.0001296,0.0001618,0.0002333,0.0001398,0.0001362,0.0001721,0.0001447,0.0001523,0.0001893,0.0001640,0.0001708,0.0002111,0.0001803,0.0001861,0.0001857,0.0001985,0.0002402,0.0002084,0.0002518,0.0002673,0.0002286,0.0002355,0.0005651,0.0007150,0.0003519,0.0002633,0.0002741,0.0003437,0.0003229,0.0002917,0.0002940,0.0003065,0.0003132,0.0003222,0.0003661,0.0003384,0.0003470,0.0003546,0.0003602,0.0003676,0.0004526,0.0003839,0.0003914,0.0003975,0.0004810,0.0004125,0.0004238,0.0004324,0.0004416,0.0004530,0.0005645,
Caso 320,0.0000004,0.0000010,0.0000018,0.0000020,0.0000040,0.0000041,0.0000049,0.0000066,0.0000080,0.0000100,0.0000145,0.0000149,0.0000153,0.0000170,0.0000191,0.0000149,0.0000163,0.0000181,0.0000197,0.0000221,0.0000244,0.0000270,0.0000483,0.0000567,0.0000404,0.0000343,0.0000367,0.0000387,0.0000964,0.0000443,0.0000462,0.0000630,0.0000660,0.0000562,0.0000724,0.0000643,0.0000704,0.0000702,0.0000753,0.0000772,0.0000807,0.0000906,0.0000968,0.0000947,0.0000999,0.0001042,0.0001093,0.0001129,0.0001191,0.0001247,0.0001279,0.0001321,0.0001688,0.0001468,0.0001507,0.0001543,0.0001949,0.0001649,0.0001793,0.0001757,0.0001806,0.0001851,0.0001919,0.0001976,0.0002044,0.0004720,0.0002761,0.0005348,0.0002394,0.0004342,0.0005598,0.0003807,0.0003104,0.0003079,0.0002841,0.0003386,0.0003393,0.0003075,0.0003516,0.0003247,0.0003265,0.0003334,0.0003426,0.0003468,0.0003594,0.0003707,0.0003784,0.0003845,0.0003955,0.0004065,0.0005671,0.0004281,0.0007135,0.0004465,0.0004558,0.0004716,0.0004920,0.0004985,0.0005403,0.0005082,
Caso 321,0.0000002,0.0000004,0.0000009,0.0000012,0.0000017,0.0000022,0.0000031,0.0000038,0.0000050,0.0000060,0.0000071,0.0000085,0.0000093,0.0000134,0.0000121,0.0000171,0.0000147,0.0000164,0.0000184,0.0000196,0.0000276,0.0000241,0.0000350,0.0000286,0.0000391,0.0000337,0.0000351,0.0000380,0.0000505,0.0000436,0.0000462,0.0000487,0.0000511,0.0000553,0.0000601,0.0000624,0.0000664,0.0000701,0.0000734,0.0000773,0.0000983,0.0000849,0.0001092,0.0000963,0.0001187,0.0001000,0.0001040,0.0001119,0.0001172,0.0001230,0.0001280,0.0001612,0.0001665,0.0001421,0.0001445,0.0002493,0.0002496,0.0001913,0.0004123,0.0001742,0.0001796,0.0002350,0.0001961,0.0002368,0.0002430,0.0002152,0.0002622,0.0002668,0.0002738,0.0002776,0.0002440,0.0002516,0.0002554,0.0002657,0.0002752,0.0002853,0.0002895,0.0003076,0.0003172,0.0003634,0.0003219,0.0003354,0.0003403,0.0003471,0.0003557,0.0003640,0.0004336,0.0003812,0.0004603,0.0003997,0.0004056,0.0004126,0.0005122,0.0004326,0.0005116,0.0006333,0.0006208,0.0005435,0.0004735,0.0005681,
Caso 322,0.0000003,0.0000006,0.0000009,0.0000012,0.0000015,0.0000021,0.0000027,0.0000032,0.0000041,0.0000052,0.0000059,0.0000071,0.0000083,0.0000094,0.0000108,0.0000123,0.0000141,0.0000163,0.0000186,0.0000223,0.0000225,0.0000250,0.0000272,0.0000300,0.0000324,0.0000354,0.0000475,0.0000403,0.0000423,0.0000442,0.0000593,0.0000618,0.0000529,0.0000571,0.0000606,0.0000637,0.0000664,0.0000699,0.0000733,0.0000942,0.0000946,0.0000881,0.0001050,0.0000918,0.0000948,0.0000980,0.0001011,0.0001059,0.0001355,0.0001150,0.0001210,0.0001539,0.0003483,0.0001416,0.0001954,0.0001827,0.0002271,0.0001612,0.0001637,0.0001684,0.0002112,0.0002122,0.0001934,0.0001940,0.0002180,0.0002483,0.0002058,0.0002315,0.0002311,0.0002375,0.0002420,0.0002350,0.0002410,0.0002503,0.0002655,0.0002701,0.0002743,0.0002829,0.0002935,0.0002989,0.0003089,0.0003746,0.0003266,0.0004331,0.0003410,0.0003825,0.0004201,0.0003899,0.0004365,0.0003779,0.0004561,0.0003968,0.0004029,0.0005806,0.0004344,0.0004427,0.0005311,0.0005238,0.0004592,0.0004759,
Caso 323,0.0000002,0.0000005,0.0000010,0.0000014,0.0000019,0.0000026,0.0000031,0.0000044,0.0000050,0.0000059,0.0000068,0.0000080,0.0000092,0.0000105,0.0000153,0.0000135,0.0000155,0.0000220,0.0000242,0.0000203,0.0000278,0.0000247,0.0000263,0.0000363,0.0000310,0.0000335,0.0000363,0.0000387,0.0000513,0.0000456,0.0000480,0.0000626,0.0000532,0.0000566,0.0000595,0.0000634,0.0000674,0.0000707,0.0000750,0.0000790,0.0000830,0.0000859,0.0000904,0.0000929,0.0000963,0.0001022,0.0001070,0.0001129,0.0001154,0.0001195,0.0001249,0.0001354,0.0001525,0.0001816,0.0003452,0.0001811,0.0001846,0.0001602,0.0001936,0.0001688,0.0001745,0.0002026,0.0002246,0.0001956,0.0002385,0.0002111,0.0002118,0.0002198,0.0002559,0.0002719,0.0002379,0.0002468,0.0002641,0.0003101,0.0002634,0.0002796,0.0005371,0.0003833,0.0003005,0.0003103,0.0003017,0.0003773,0.0003306,0.0003866,0.0003421,0.0003568,0.0006513,0.0003697,0.0003770,0.0003976,0.0003929,0.0003999,0.0004068,0.0004157,0.0004263,0.0004368,0.0005199,0.0004548,0.0004625,0.0004729,
Caso 324,0.0000003,0.0000005,0.0000008,0.0000014,0.0000018,0.0000025,0.0000034,0.0000044,0.0000072,0.0000069,0.0000078,0.0000090,0.0000103,0.0000123,0.0000184,0.0000150,0.0000167,0.0000184,0.0000260,0.0000275,0.0000231,0.0000253,0.0000269,0.0000297,0.0000327,0.0000351,0.0000378,0.0000402,0.0000438,0.0000473,0.0000496,0.0000526,0.0000562,0.0000590,0.0000620,0.0000674,0.0000678,0.0000708,0.0000738,0.0000763,0.0000950,0.0000833,0.0000878,0.0001043,0.0001205,0.0001018,0.0001069,0.0001121,0.0001200,0.0002000,0.0001999,0.0002741,0.0001544,0.0002099,0.0002010,0.0001583,0.0001849,0.0001983,0.0001821,0.0001773,0.0002238,0.0001896,0.0001965,0.0002035,0.0002102,0.0002233,0.0002310,0.0002366,0.0002359,0.0002442,0.0002521,0.0003092,0.0002748,0.0002736,0.0002799,0.0002877,0.0002949,0.0003045,0.0003138,0.0003171,0.0003273,0.0003347,0.0003436,0.0003511,0.0003605,0.0003673,0.0004391,0.0006583,0.0003993,0.0004084,0.0004172,0.0004158,0.0004246,0.0004361,0.0005506,0.0006201,0.0004610,0.0004700,0.0004798,0.0004877,
Caso 325,0.0000003,0.0000005,0.0000007,0.0000011,0.0000021,0.0000023,0.0000030,0.0000048,0.0000041,0.0000052,0.0000061,0.0000074,0.0000110,0.0000125,0.0000116,0.0000131,0.0000145,0.0000158,0.0000175,0.0000204,0.0000224,0.0000290,0.0000317,0.0000285,0.0000309,0.0000331,0.0000446,0.0000477,0.0000399,0.0000426,0.0000467,0.0000493,0.0000802,0.0000586,0.0000740,0.0000894,0.0003848,0.0001170,0.0011379,0.0001293,0.0000858,0.0000848,0.0000894,0.0000923,0.0000969,0.0001005,0.0001058,0.0001125,0.0001174,0.0001222,0.0001274,0.0001550,0.0001350,0.0001404,0.0001990,0.0001547,0.0001593,0.0001904,0.0001699,0.0001762,0.0001755,0.0001811,0.0001876,0.0002278,0.0001948,0.0002021,0.0002090,0.0002160,0.0002292,0.0002352,0.0002405,0.0002427,0.0002501,0.0002569,0.0003186,0.0002644,0.0002717,0.0002838,0.0003549,0.0002980,0.0003605,0.0003683,0.0004055,0.0003376,0.0003330,0.0003409,0.0003502,0.0003858,0.0003649,0.0003756,0.0003849,0.0003913,0.0003978,0.0004059,0.0004144,0.0004239,0.0004496,0.0004606,0.0004422,0.0004650,
Caso 326,0.0000003,0.0000005,0.0000009,0.0000015,0.0000018,0.0000026,0.0000032,0.0000038,0.0000049,0.0000077,0.0000069,0.0000077,0.0000089,0.0000099,0.0000117,0.0000170,0.0000149,0.0000161,0.0000179,0.0000202,0.0000225,0.0000241,0.0000259,0.0000284,0.0000311,0.0000333,0.0000517,0.0000406,0.0000518,0.0000445,0.0000638,0.0001066,0.0000770,0.0000607,0.0002544,0.0000962,0.0001105,0.0000743,0.0000928,0.0000803,0.0000844,0.0000892,0.0000927,0.0001040,0.0001343,0.0001079,0.0001070,0.0001119,0.0001154,0.0001206,0.0001247,0.0001559,0.0001353,0.0001448,0.0001456,0.0001828,0.0001567,0.0001624,0.0001667,0.0001712,0.0001770,0.0002066,0.0001867,0.0002304,0.0001939,0.0002409,0.0002127,0.0002273,0.0002217,0.0002345,0.0002430,0.0002509,0.0002576,0.0002642,0.0002705,0.0003009,0.0002834,0.0002964,0.0003033,0.0003195,0.0003270,0.0003355,0.0003444,0.0004164,0.0003499,0.0004296,0.0003782,0.0003747,0.0003805,0.0004204,0.0003981,0.0004036,0.0004130,0.0004171,0.0004256,0.0004707,0.0006712,0.0004558,0.0005480,0.0004770,
Caso 327,0.0000002,0.0000005,0.0000010,0.0000011,0.0000018,0.0000029,0.0000029,0.0000039,0.0000048,0.0000059,0.0000094,0.0000959,0.0000107,0.0000119,0.0000131,0.0000339,0.0000446,0.0000202,0.0000183,0.0000604,0.0000321,0.0000394,0.0000400,0.0000581,0.0000387,0.0000432,0.0000379,0.0000410,0.0000445,0.0000578,0.0000483,0.0000634,0.0000533,0.0000714,0.0000608,0.0000642,0.0000680,0.0000722,0.0000757,0.0000858,0.0000845,0.0000846,0.0001089,0.0001156,0.0000990,0.0001029,0.0001071,0.0001098,0.0001150,0.0001202,0.0001276,0.0001297,0.0001353,0.0001413,0.0001465,0.0001514,0.0001866,0.0001626,0.0001697,0.0001742,0.0001792,0.0001848,0.0001968,0.0002018,0.0002076,0.0002132,0.0002593,0.0002312,0.0002236,0.0002306,0.0002397,0.0002467,0.0002925,0.0002622,0.0002690,0.0002684,0.0002840,0.0003630,0.0003490,0.0003013,0.0003105,0.0003310,0.0003378,0.0003466,0.0003424,0.0003971,0.0006350,0.0003717,0.0003669,0.0003773,0.0003841,0.0003946,0.0004083,0.0004297,0.0004427,0.0004378,0.0004435,0.0004523,0.0004958,0.0009747,
Caso 328,0.0000003,0.0000007,0.0000008,0.0000015,0.0000019,0.0000024,0.0000031,0.0000037,0.0000057,0.0000055,0.0000067,0.0000076,0.0000114,0.0000128,0.0000117,0.0000133,0.0000149,0.0000213,0.0000188,0.0000203,0.0000225,0.0000244,0.0000262,0.0000288,0.0000319,0.0000349,0.0000375,0.0000398,0.0000419,0.0000453,0.0000481,0.0000512,0.0000545,0.0000709,0.0000744,0.0000792,0.0000675,0.0000715,0.0000755,0.0000811,0.0000840,0.0000896,0.0000940,0.0000985,0.0001032,0.0001075,0.0001132,0.0001148,0.0001189,0.0001551,0.0001314,0.0001368,0.0001407,0.0001778,0.0001819,0.0001556,0.0001566,0.0001900,0.0001734,0.0001757,0.0001829,0.0001873,0.0001932,0.0002188,0.0002039,0.0002091,0.0002567,0.0002656,0.0002302,0.0002733,0.0002919,0.0002492,0.0003037,0.0002651,0.0002732,0.0003397,0.0002930,0.0003021,0.0005438,0.0003094,0.0003162,0.0003838,0.0003875,0.0003518,0.0004516,0.0003563,0.0004442,0.0003724,0.0003823,0.0003912,0.0004005,0.0004078,0.0004142,0.0004214,0.0004298,0.0004408,0.0004509,0.0005353,0.0006095,0.0004969,
Caso 329,0.0000003,0.0000006,0.0000008,0.0000015,0.0000016,0.0000023,0.0000031,0.0000040,0.0000047,0.0000056,0.0000069,0.0000078,0.0000092,0.0000103,0.0000122,0.0000144,0.0000162,0.0000184,0.0000209,0.0000225,0.0000240,0.0000263,0.0000295,0.0000316,0.0000337,0.0000355,0.0000384,0.0000416,0.0000442,0.0000478,0.0000541,0.0000539,0.0000567,0.0000620,0.0000628,0.0000804,0.0000706,0.0000734,0.0000764,0.0000815,0.0000862,0.0000901,0.0000948,0.0000991,0.0001043,0.0001317,0.0001115,0.0001350,0.0001253,0.0001503,0.0001342,0.0001689,0.0001485,0.0001492,0.0001541,0.0001593,0.0001690,0.0002074,0.0001754,0.0001798,0.0001792,0.0001904,0.0001937,0.0001988,0.0002033,0.0002458,0.0002558,0.0002554,0.0002599,0.0002435,0.0002494,0.0002552,0.0003105,0.0003960,0.0002760,0.0002758,0.0002853,0.0002902,0.0003127,0.0003203,0.0003576,0.0003260,0.0003925,0.0003386,0.0003593,0.0003683,0.0003621,0.0003669,0.0003940,0.0004056,0.0003927,0.0004026,0.0004785,0.0004201,0.0004375,0.0004368,0.0006437,0.0005149,0.0017351,0.0004883,
Caso 330,0.0000002,0.0000005,0.0000010,0.0000015,0.0000016,0.0000021,0.0000027,0.0000034,0.0000057,0.0000053,0.0000066,0.0000078,0.0000121,0.0000128,0.0000125,0.0000182,0.0000162,0.0000229,0.0000262,0.0000219,0.0000238,0.0000305,0.0000287,0.0000322,0.0000449,0.0000478,0.0000405,0.0000530,0.0000557,0.0001341,0.0000534,0.0000538,0.0000691,0.0000712,0.0000620,0.0000654,0.0000698,0.0000740,0.0000778,0.0000823,0.0000864,0.0000895,0.0000932,0.0000980,0.0001014,0.0001098,0.0001142,0.0001194,0.0001233,0.0001299,0.0001588,0.0001352,0.0001411,0.0001467,0.0001516,0.0001559,0.0001556,0.0001657,0.0001719,0.0001787,0.0001858,0.0002627,0.0002448,0.0002087,0.0002077,0.0002097,0.0002214,0.0002288,0.0002351,0.0002412,0.0002466,0.0003055,0.0002526,0.0002787,0.0002963,0.0003080,0.0002925,0.0002988,0.0003022,0.0003132,0.0003191,0.0003317,0.0003381,0.0004127,0.0003532,0.0003625,0.0003688,0.0004316,0.0003863,0.0003980,0.0004224,0.0004140,0.0004224,0.0005163,0.0004427,0.0004523,0.0004627,0.0006877,0.0004837,0.0005386,
Caso 331,0.0000003,0.0000005,0.0000010,0.0000012,0.0000030,0.0000023,0.0000030,0.0000049,0.0000046,0.0000059,0.0000067,0.0000103,0.0000093,0.0000137,0.0000125,0.0000184,0.0000159,0.0000189,0.0000562,0.0000256,0.0000279,0.0000257,0.0000281,0.0000304,0.0000418,0.0000434,0.0000471,0.0000532,0.0000447,0.0000587,0.0000624,0.0000669,0.0000579,0.0000582,0.0000718,0.0000790,0.0000705,0.0000742,0.0000778,0.0001429,0.0000936,0.0001091,0.0000929,0.0001168,0.0001021,0.0001069,0.0001367,0.0001164,0.0001209,0.0001528,0.0001317,0.0001372,0.0001747,0.0001484,0.0001542,0.0001596,0.0001643,0.0001699,0.0001710,0.0001826,0.0001894,0.0002072,0.0002049,0.0002057,0.0002190,0.0002228,0.0002285,0.0002363,0.0002670,0.0002499,0.0002561,0.0002617,0.0002673,0.0003116,0.0002896,0.0002979,0.0003861,0.0003494,0.0003052,0.0003151,0.0003400,0.0003330,0.0003404,0.0003474,0.0006334,0.0003753,0.0003837,0.0003940,0.0003926,0.0004058,0.0004098,0.0004417,0.0004723,0.0004576,0.0004534,0.0006184,0.0004846,0.0005218,0.0004912,0.0007122,
Caso 332,0.0000002,0.0000005,0.0000008,0.0000012,0.0000017,0.0000023,0.0000031,0.0000050,0.0000050,0.0000057,0.0000066,0.0000082,0.0000094,0.0000109,0.0000120,0.0000138,0.0000156,0.0000171,0.0000187,0.0000203,0.0000223,0.0000239,0.0000259,0.0000286,0.0000310,0.0000326,0.0000434,0.0000375,0.0000399,0.0000523,0.0000471,0.0000605,0.0000530,0.0000552,0.0000595,0.0000633,0.0000678,0.0000865,0.0000936,0.0000913,0.0000872,0.0000929,0.0001169,0.0001004,0.0001058,0.0001358,0.0001341,0.0001140,0.0001185,0.0001229,0.0001622,0.0001358,0.0001415,0.0001437,0.0001789,0.0001547,0.0001614,0.0001983,0.0002042,0.0001755,0.0001801,0.0001856,0.0002265,0.0002266,0.0002122,0.0002107,0.0002122,0.0002693,0.0002772,0.0002358,0.0002585,0.0002549,0.0002611,0.0002603,0.0003135,0.0002728,0.0002823,0.0002908,0.0003898,0.0003062,0.0003473,0.0003220,0.0003299,0.0003375,0.0003468,0.0004230,0.0003666,0.0003569,0.0003836,0.0003917,0.0004102,0.0004080,0.0004259,0.0004342,0.0004421,0.0004596,0.0004754,0.0004604,0.0004678,0.0006306,
Caso 333,0.0000003,0.0000006,0.0000008,0.0000011,0.0000014,0.0000020,0.0000026,0.0000035,0.0000044,0.0000057,0.0000068,0.0000108,0.0000096,0.0000109,0.0000124,0.0000137,0.0000160,0.0000177,0.0000201,0.0000240,0.0000266,0.0000285,0.0000354,0.0000304,0.0000406,0.0000354,0.0000378,0.0000397,0.0000417,0.0000454,0.0000486,0.0000513,0.0000547,0.0000726,0.0000611,0.0000797,0.0000668,0.0000705,0.0000735,0.0001583,0.0001034,0.0000885,0.0000924,0.0000962,0.0001069,0.0001111,0.0001615,0.0001101,0.0001143,0.0001190,0.0001234,0.0001282,0.0001313,0.0001376,0.0001425,0.0001462,0.0001508,0.0001882,0.0001602,0.0001664,0.0001701,0.0001771,0.0001775,0.0002256,0.0002799,0.0001995,0.0002067,0.0002147,0.0002221,0.0002709,0.0003357,0.0002478,0.0002563,0.0003130,0.0002627,0.0002746,0.0002796,0.0002893,0.0005422,0.0003313,0.0003121,0.0003169,0.0004008,0.0003911,0.0003414,0.0003429,0.0003772,0.0003499,0.0004427,0.0003788,0.0003982,0.0004787,0.0004173,0.0004267,0.0004996,0.0009710,0.0004932,0.0004493,0.0004605,0.0004865,
